BrandName,Product ID,Product Name,Brand Desc,Product Size,Currancy,MRP,SellPrice,Discount,Category
aurelia,AURELIA198,AURELIA198 - Indianwear-Women,dyed regular length cotton woven womens dupatta - pink,Nan,Rs.,799,479,40% off,Indianwear-Women
aurelia,AURELIA199,AURELIA199 - Indianwear-Women,printed viscose round neck womens straight kurta - pink,"Size:Medium,Small,X-Small",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA200,AURELIA200 - Indianwear-Women,printed viscose womens festive palazzo - white,"Size:Large,Medium,Small,X-Large",Rs.,1199,839,30% off,Indianwear-Women
aurelia,AURELIA201,AURELIA201 - Indianwear-Women,band with placket cotton womens knee length kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,1199,10% off,Indianwear-Women
aurelia,AURELIA202,AURELIA202 - Indianwear-Women,round neck rayon womens below knee kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1199,839,30% off,Indianwear-Women
aurelia,AURELIA203,AURELIA203 - Indianwear-Women,dyed cotton round neck womens straight kurta - red,"Size:Medium,Small,XX-Large",Rs.,3.9,1049,10% off,Indianwear-Women
aurelia,AURELIA204,AURELIA204 - Indianwear-Women,printed viscose round neck womens flared dress - red,"Size:Small,XX-Large",Rs.,1799,899,50% off,Indianwear-Women
aurelia,AURELIA205,AURELIA205 - Indianwear-Women,dyed viscose round neck womens above knee kurta - white,Size:X-Large,Rs.,1699,849,50% off,Indianwear-Women
aurelia,AURELIA206,AURELIA206 - Indianwear-Women,dyed regular length cotton woven womens dupatta - blue,Nan,Rs.,0.9,499,10% off,Indianwear-Women
aurelia,AURELIA207,AURELIA207 - Indianwear-Women,round neck cotton womens knee length kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1049,734,30% off,Indianwear-Women
aurelia,AURELIA208,AURELIA208 - Indianwear-Women,dyed cotton boat neck womens straight kurta - black,"Size:4X-Large,Large,Medium,Small,X-Small",Rs.,999,699,30% off,Indianwear-Women
aurelia,AURELIA209,AURELIA209 - Indianwear-Women,printed polyester round neck womens ethnic set - blue,Size:Medium,Rs.,3999,1999,50% off,Indianwear-Women
aurelia,AURELIA210,AURELIA210 - Indianwear-Women,dyed regular fit cotton womens casual trousers - purple,Size:Medium,Rs.,899,539,40% off,Indianwear-Women
aurelia,AURELIA211,AURELIA211 - Indianwear-Women,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Small",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA212,AURELIA212 - Indianwear-Women,dyed cotton round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699,1189,30% off,Indianwear-Women
aurelia,AURELIA213,AURELIA213 - Indianwear-Women,dyed cotton round neck womens above knee kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1049,734,30% off,Indianwear-Women
aurelia,AURELIA214,AURELIA214 - Indianwear-Women,printed cotton round neck womens straight kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299,909,30% off,Indianwear-Women
aurelia,AURELIA215,AURELIA215 - Indianwear-Women,mandarin straight designer womens kurtas - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499,1049,30% off,Indianwear-Women
aurelia,AURELIA216,AURELIA216 - Indianwear-Women,solid cotton blend womens casual trousers - pink,"Size:Large,Medium,Small,XX-Large",Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA217,AURELIA217 - Indianwear-Women,dyed poly viscose round neck womens ethnic set - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,4299,3009,30% off,Indianwear-Women
aurelia,AURELIA218,AURELIA218 - Indianwear-Women,solid cotton flex regular fit womens casual palazzo - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,999,699,30% off,Indianwear-Women
aurelia,AURELIA219,AURELIA219 - Indianwear-Women,collar neck polyester flared designer womens dresses - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699,1189,30% off,Indianwear-Women
aurelia,AURELIA220,AURELIA220 - Indianwear-Women,printed cotton round neck womens flared dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,2999,10% off,Indianwear-Women
aurelia,AURELIA221,AURELIA221 - Indianwear-Women,dyed cotton regular fit womens casual dupatta - white,Nan,Rs.,0.9,799,10% off,Indianwear-Women
aurelia,AURELIA222,AURELIA222 - Indianwear-Women,printed polyester blend womens straight kurta - blue,"Size:Medium,Small,X-Large,XX-Large",Rs.,8.9,1599,10% off,Indianwear-Women
aurelia,AURELIA223,AURELIA223 - Indianwear-Women,dyed cotton round neck womens straight kurta - green,"Size:Medium,Small,X-Large,X-Small",Rs.,1299,909,30% off,Indianwear-Women
aurelia,AURELIA224,AURELIA224 - Indianwear-Women,printed cotton round neck womens ethnic set - pink,"Size:Large,Medium,Small,X-Small",Rs.,3399,2379,30% off,Indianwear-Women
aurelia,AURELIA225,AURELIA225 - Indianwear-Women,printed viscose round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1399,10% off,Indianwear-Women
aurelia,AURELIA226,AURELIA226 - Indianwear-Women,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1299,10% off,Indianwear-Women
aurelia,AURELIA227,AURELIA227 - Indianwear-Women,dyed cotton womens flared dress - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299,1609,30% off,Indianwear-Women
aurelia,AURELIA228,AURELIA228 - Indianwear-Women,mandarin straight designer womens kurtas - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999,699,30% off,Indianwear-Women
aurelia,AURELIA229,AURELIA229 - Indianwear-Women,printed viscose round neck womens knee length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA230,AURELIA230 - Indianwear-Women,mandarin straight designer womens kurtas - yellow,Size:X-Small,Rs.,1499,1049,30% off,Indianwear-Women
aurelia,AURELIA231,AURELIA231 - Indianwear-Women,yarn dyed round neck dobby womens a-line dress - yellow,"Size:Large,Medium,X-Small",Rs.,2499,1249,50% off,Indianwear-Women
aurelia,AURELIA232,AURELIA232 - Indianwear-Women,cotton round neck womens kurta set - orange,"Size:Medium,Small",Rs.,1999,1399,30% off,Indianwear-Women
aurelia,AURELIA233,AURELIA233 - Indianwear-Women,yarn dyed shirt collar with placket twill stripe womens a-line dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA234,AURELIA234 - Indianwear-Women,solid regular fit cotton lycra womens casual pants - red,Size:Large,Rs.,799,479,40% off,Indianwear-Women
aurelia,AURELIA235,AURELIA235 - Indianwear-Women,printed cotton womens casual culottes - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1699,1189,30% off,Indianwear-Women
aurelia,AURELIA236,AURELIA236 - Indianwear-Women,dyed regular length cotton woven womens dupatta - gold,Nan,Rs.,0.9,499,10% off,Indianwear-Women
aurelia,AURELIA237,AURELIA237 - Indianwear-Women,printed poly blend womens festive dupatta - white,Nan,Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA238,AURELIA238 - Indianwear-Women,printed band with v polyester womens knee length kurta - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1199,839,30% off,Indianwear-Women
aurelia,AURELIA239,AURELIA239 - Indianwear-Women,printed round neck viscose womens calf length kurta - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1099,10% off,Indianwear-Women
aurelia,AURELIA240,AURELIA240 - Indianwear-Women,solid round neck cotton blend womens knee length kurta - white,"Size:Large,Medium,X-Small,XX-Large",Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA241,AURELIA241 - Indianwear-Women,printed viscose round neck womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2699,1889,30% off,Indianwear-Women
aurelia,AURELIA242,AURELIA242 - Indianwear-Women,printed viscose regular fit womens kurta set - white,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,4199,10% off,Indianwear-Women
aurelia,AURELIA243,AURELIA243 - Indianwear-Women,printed viscose regular fit womens culottes - pink,"Size:Large,Medium,X-Large,XX-Large",Rs.,1499,899,40% off,Indianwear-Women
aurelia,AURELIA244,AURELIA244 - Indianwear-Women,printed viscose womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,3999,10% off,Indianwear-Women
aurelia,AURELIA245,AURELIA245 - Indianwear-Women,dyed poly viscose regular fit womens festive trousers - white,Size:Medium,Rs.,999,699,30% off,Indianwear-Women
aurelia,AURELIA246,AURELIA246 - Indianwear-Women,printed polyester mandarin womens ethnic set - blue,Size:Small,Rs.,8.9,3599,10% off,Indianwear-Women
aurelia,AURELIA247,AURELIA247 - Indianwear-Women,yarn dyed cotton round neck womens straight kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1399,979,30% off,Indianwear-Women
aurelia,AURELIA248,AURELIA248 - Indianwear-Women,printed polyester spandex womens casual tights - gold,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,0.9,699,10% off,Indianwear-Women
aurelia,AURELIA249,AURELIA249 - Indianwear-Women,mandarin straight designer womens kurtas - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1399,979,30% off,Indianwear-Women
aurelia,AURELIA250,AURELIA250 - Indianwear-Women,printed viscose womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2999,10% off,Indianwear-Women
aurelia,AURELIA251,AURELIA251 - Indianwear-Women,dyed cotton mandarin neck womens above knee kurta - pink,Size:XX-Large,Rs.,1049,629,40% off,Indianwear-Women
aurelia,AURELIA252,AURELIA252 - Indianwear-Women,yarn dyed shirt collar straight womens kurta - green,Size:Large,Rs.,1499,749,50% off,Indianwear-Women
aurelia,AURELIA253,AURELIA253 - Indianwear-Women,round neck viscose flared designer womens dresses - red,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2799,1959,30% off,Indianwear-Women
aurelia,AURELIA254,AURELIA254 - Indianwear-Women,dyed cotton blend mandarin womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA255,AURELIA255 - Indianwear-Women,solid cotton blend womens casual tights - white,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,0.9,599,10% off,Indianwear-Women
aurelia,AURELIA256,AURELIA256 - Indianwear-Women,printed viscose round neck womens knee length kurta - pink,"Size:Large,Medium,Small,X-Small",Rs.,1499,749,50% off,Indianwear-Women
aurelia,AURELIA257,AURELIA257 - Indianwear-Women,printed polyester round neck womens ethnic set - red,"Size:Medium,X-Small",Rs.,8.9,3999,10% off,Indianwear-Women
aurelia,AURELIA258,AURELIA258 - Indianwear-Women,solid cotton lycra regular fit womens tights - green,Size:X-Large,Rs.,699,489,30% off,Indianwear-Women
aurelia,AURELIA259,AURELIA259 - Indianwear-Women,solid viscose round neck womens above knee kurta - maroon,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1299,10% off,Indianwear-Women
aurelia,AURELIA260,AURELIA260 - Indianwear-Women,printed band with placket cotton blend womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699,1189,30% off,Indianwear-Women
aurelia,AURELIA261,AURELIA261 - Indianwear-Women,dyed cotton round neck womens straight kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1399,10% off,Indianwear-Women
aurelia,AURELIA262,AURELIA262 - Indianwear-Women,dyed viscose round neck womens straight kurta - natural,"Size:Small,X-Large",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA263,AURELIA263 - Indianwear-Women,printed georgette round neck womens flared dress - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,4499,10% off,Indianwear-Women
aurelia,AURELIA264,AURELIA264 - Indianwear-Women,printed polyester round neck womens ethnic set - blue,"Size:Large,Medium",Rs.,8.9,4999,10% off,Indianwear-Women
aurelia,AURELIA265,AURELIA265 - Indianwear-Women,dyed poly viscose regular fit womens festive trousers - multi,"Size:Large,Medium,Small,X-Large",Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA266,AURELIA266 - Indianwear-Women,printed viscose mandarin womens straight kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499,1049,30% off,Indianwear-Women
aurelia,AURELIA267,AURELIA267 - Indianwear-Women,printed viscose mandarin neck womens above knee kurta - green,Size:XX-Large,Rs.,1199,599,50% off,Indianwear-Women
aurelia,AURELIA268,AURELIA268 - Indianwear-Women,printed crepe round neck womens flared dress - natural,"Size:Large,Medium,Small,X-Small",Rs.,8.9,1699,10% off,Indianwear-Women
aurelia,AURELIA269,AURELIA269 - Indianwear-Women,printed polyester womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999,699,30% off,Indianwear-Women
aurelia,AURELIA270,AURELIA270 - Indianwear-Women,dyed cotton womens a line dress - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2299,10% off,Indianwear-Women
aurelia,AURELIA271,AURELIA271 - Indianwear-Women,printed polyester round neck womens ankle length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2999,10% off,Indianwear-Women
aurelia,AURELIA272,AURELIA272 - Indianwear-Women,printed viscose womens straight kurta - green,"Size:Large,Medium,X-Large,XX-Large",Rs.,1399,979,30% off,Indianwear-Women
aurelia,AURELIA273,AURELIA273 - Indianwear-Women,v- neck straight designer womens kurtas - yellow,Size:X-Small,Rs.,999,699,30% off,Indianwear-Women
aurelia,AURELIA274,AURELIA274 - Indianwear-Women,printed viscose round neck womens straight kurta - blue,"Size:Small,X-Small",Rs.,1399,979,30% off,Indianwear-Women
aurelia,AURELIA275,AURELIA275 - Indianwear-Women,dyed cotton womens straight kurta - green,"Size:Large,Medium,Small,X-Small",Rs.,1699,1189,30% off,Indianwear-Women
aurelia,AURELIA276,AURELIA276 - Indianwear-Women,printed round neck straight womens kurta - pink,"Size:Medium,X-Small",Rs.,1399,699,50% off,Indianwear-Women
aurelia,AURELIA277,AURELIA277 - Indianwear-Women,solid cotton blend womens casual tights - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,0.9,599,10% off,Indianwear-Women
aurelia,AURELIA278,AURELIA278 - Indianwear-Women,printed viscose blend round neck womens ethnic set - black,Size:Small,Rs.,4599,2299,50% off,Indianwear-Women
aurelia,AURELIA279,AURELIA279 - Indianwear-Women,printed polyester regular fit womens dupatta - blue,Nan,Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA280,AURELIA280 - Indianwear-Women,dyed cotton womens casual dupatta - red,Nan,Rs.,0.9,799,10% off,Indianwear-Women
aurelia,AURELIA281,AURELIA281 - Indianwear-Women,v- neck straight designer womens kurtas - natural,"Size:Large,Medium,X-Small,XX-Large",Rs.,1399,979,30% off,Indianwear-Women
aurelia,AURELIA282,AURELIA282 - Indianwear-Women,printed viscose round neck womens ethnic set - black,"Size:Large,Medium,Small",Rs.,8.9,3599,10% off,Indianwear-Women
aurelia,AURELIA283,AURELIA283 - Indianwear-Women,dyed cotton womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2599,1819,30% off,Indianwear-Women
aurelia,AURELIA284,AURELIA284 - Indianwear-Women,round neck cotton dobby womens kurta set - blue,"Size:Large,X-Large",Rs.,2499,1249,50% off,Indianwear-Women
aurelia,AURELIA285,AURELIA285 - Indianwear-Women,printed rayon round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA286,AURELIA286 - Indianwear-Women,dyed cotton womens casual dupatta - green,Nan,Rs.,0.9,799,10% off,Indianwear-Women
aurelia,AURELIA287,AURELIA287 - Indianwear-Women,printed viscose round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,3799,10% off,Indianwear-Women
aurelia,AURELIA288,AURELIA288 - Indianwear-Women,printed cotton round neck womens flared dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2999,10% off,Indianwear-Women
aurelia,AURELIA289,AURELIA289 - Indianwear-Women,solid cotton blend womens casual tights - white,"Size:Large,Medium,Small,X-Large",Rs.,0.9,599,10% off,Indianwear-Women
aurelia,AURELIA290,AURELIA290 - Indianwear-Women,printed round neck crepe womens flared dress - green,Size:Medium,Rs.,2499,1249,50% off,Indianwear-Women
aurelia,AURELIA291,AURELIA291 - Indianwear-Women,yarn dyed cotton mandarin womens a line kurta - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299,1609,30% off,Indianwear-Women
aurelia,AURELIA292,AURELIA292 - Indianwear-Women,printed viscose blend round neck womens ethnic set - green,Size:X-Large,Rs.,4299,2149,50% off,Indianwear-Women
aurelia,AURELIA293,AURELIA293 - Indianwear-Women,printed georgette womens flared dress - pink,"Size:Medium,Small",Rs.,8.9,4299,10% off,Indianwear-Women
aurelia,AURELIA294,AURELIA294 - Indianwear-Women,dyed cotton womens a line kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999,1399,30% off,Indianwear-Women
aurelia,AURELIA295,AURELIA295 - Indianwear-Women,round neck straight designer womens kurtas - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1299,10% off,Indianwear-Women
aurelia,AURELIA296,AURELIA296 - Indianwear-Women,regular fit polyester womens festive skirt - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,2399,10% off,Indianwear-Women
aurelia,AURELIA297,AURELIA297 - Indianwear-Women,printed viscose mandarin womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1099,769,30% off,Indianwear-Women
aurelia,AURELIA298,AURELIA298 - Indianwear-Women,30's rayon womens non festive skirt - blue,Size:Large,Rs.,1999,1199,40% off,Indianwear-Women
aurelia,AURELIA299,AURELIA299 - Indianwear-Women,printed viscose round neck womens ethnic set - yellow,Size:Medium,Rs.,3799,1899,50% off,Indianwear-Women
aurelia,AURELIA300,AURELIA300 - Indianwear-Women,printed polyester regular fit womens kurta set - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,3999,10% off,Indianwear-Women
aurelia,AURELIA301,AURELIA301 - Indianwear-Women,printed round neck viscose womens flared dress - green,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,2799,1959,30% off,Indianwear-Women
aurelia,AURELIA302,AURELIA302 - Indianwear-Women,dyed cotton womens a line dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,2299,1609,30% off,Indianwear-Women
aurelia,AURELIA303,AURELIA303 - Indianwear-Women,printed round neck viscose womens calf length kurta - black,"Size:Large,Medium,Small,X-Small",Rs.,8.9,1199,10% off,Indianwear-Women
aurelia,AURELIA304,AURELIA304 - Indianwear-Women,solid viscose womens regular length palazzos - pink,Size:Small,Rs.,799,479,40% off,Indianwear-Women
aurelia,AURELIA305,AURELIA305 - Indianwear-Women,dyed regular fit viscose blend womens casual trousers - yellow,"Size:Large,Small",Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA306,AURELIA306 - Indianwear-Women,v- neck polyester flared designer womens dresses - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999,1399,30% off,Indianwear-Women
aurelia,AURELIA307,AURELIA307 - Indianwear-Women,solid polyester mandarin womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2599,10% off,Indianwear-Women
aurelia,AURELIA308,AURELIA308 - Indianwear-Women,printed poly viscose womens straight kurta - white,Size:Medium,Rs.,8.9,1599,10% off,Indianwear-Women
aurelia,AURELIA309,AURELIA309 - Indianwear-Women,printed mandarin polyester womens above knee kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299,909,30% off,Indianwear-Women
aurelia,AURELIA310,AURELIA310 - Indianwear-Women,printed polyester round neck womens ankle length kurta - green,"Size:Medium,Small",Rs.,2299,1149,50% off,Indianwear-Women
aurelia,AURELIA311,AURELIA311 - Indianwear-Women,printed polyester mandarin womens ethnic set - pink,Size:Large,Rs.,8.9,3599,10% off,Indianwear-Women
aurelia,AURELIA312,AURELIA312 - Indianwear-Women,yarn dyed cotton collar neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,2699,1889,30% off,Indianwear-Women
aurelia,AURELIA313,AURELIA313 - Indianwear-Women,dyed cotton round neck womens straight kurta - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1299,909,30% off,Indianwear-Women
aurelia,AURELIA314,AURELIA314 - Indianwear-Women,printed mandarin neck polyester womens flared dress - blue,"Size:Medium,Small,X-Large",Rs.,1699,849,50% off,Indianwear-Women
aurelia,AURELIA315,AURELIA315 - Indianwear-Women,printed polyester round neck womens calf length kurta - peach,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1799,899,50% off,Indianwear-Women
aurelia,AURELIA316,AURELIA316 - Indianwear-Women,solid regular fit cotton lycra womens casual pants - pink,Size:Small,Rs.,799,479,40% off,Indianwear-Women
aurelia,AURELIA317,AURELIA317 - Indianwear-Women,dyed cotton mandarin neck womens above knee kurta - blue,"Size:Large,Medium,Small",Rs.,3.9,1049,10% off,Indianwear-Women
aurelia,AURELIA318,AURELIA318 - Indianwear-Women,yarn dyed rayan zari womens festive culottes - navy,Size:Small,Rs.,1499,899,40% off,Indianwear-Women
aurelia,AURELIA319,AURELIA319 - Indianwear-Women,printed georgette round neck womens flared kurta - green,"Size:Medium,Small",Rs.,1999,1399,30% off,Indianwear-Women
aurelia,AURELIA320,AURELIA320 - Indianwear-Women,v- neck cotton designer womens ethnic set - peach,"Size:Large,Medium,X-Large,XX-Large",Rs.,2299,1609,30% off,Indianwear-Women
aurelia,AURELIA321,AURELIA321 - Indianwear-Women,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1399,10% off,Indianwear-Women
aurelia,AURELIA322,AURELIA322 - Indianwear-Women,dyed cotton womens straight kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1799,10% off,Indianwear-Women
aurelia,AURELIA323,AURELIA323 - Indianwear-Women,printed polyester blend womens festive palazzo - gold,"Size:Large,Medium,Small,X-Large",Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA324,AURELIA324 - Indianwear-Women,solid viscose mandarin womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1299,10% off,Indianwear-Women
aurelia,AURELIA325,AURELIA325 - Indianwear-Women,solid cotton blend womens casual tights - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,699,489,30% off,Indianwear-Women
aurelia,AURELIA326,AURELIA326 - Indianwear-Women,printed poly viscose mandarin womens flared kurta - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,2999,10% off,Indianwear-Women
aurelia,AURELIA327,AURELIA327 - Indianwear-Women,solid cotton lycra womens casual tights - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,699,489,30% off,Indianwear-Women
aurelia,AURELIA328,AURELIA328 - Indianwear-Women,printed polyester womens casual dupatta - green,Nan,Rs.,0.9,699,10% off,Indianwear-Women
aurelia,AURELIA329,AURELIA329 - Indianwear-Women,cotton band with placket womens kurta set - green,"Size:Medium,Small,X-Small",Rs.,8.9,2499,10% off,Indianwear-Women
aurelia,AURELIA330,AURELIA330 - Indianwear-Women,printed round neck straight womens kurta - white,Size:X-Large,Rs.,1699,849,50% off,Indianwear-Women
aurelia,AURELIA331,AURELIA331 - Indianwear-Women,solid cotton lycra womens casual tights - yellow,"Size:X-Large,XX-Large",Rs.,0.9,599,10% off,Indianwear-Women
aurelia,AURELIA332,AURELIA332 - Indianwear-Women,printed viscose collared neck womens ethnic set - black,Size:Large,Rs.,2999,1499,50% off,Indianwear-Women
aurelia,AURELIA333,AURELIA333 - Indianwear-Women,printed polyester mandarin womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1499,1049,30% off,Indianwear-Women
aurelia,AURELIA334,AURELIA334 - Indianwear-Women,printed viscose regular fit womens straight ethnic set - yellow,"Size:Small,X-Small",Rs.,3999,2799,30% off,Indianwear-Women
aurelia,AURELIA335,AURELIA335 - Indianwear-Women,printed polyester regular fit womens festive culottes - white,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,1499,10% off,Indianwear-Women
aurelia,AURELIA336,AURELIA336 - Indianwear-Women,printed polyester mandarin womens flared kurta - red,Size:Medium,Rs.,8.9,2599,10% off,Indianwear-Women
aurelia,AURELIA337,AURELIA337 - Indianwear-Women,printed polyester round neck womens ethnic set - pink,"Size:Large,Medium,Small",Rs.,8.9,3599,10% off,Indianwear-Women
aurelia,AURELIA338,AURELIA338 - Indianwear-Women,printed viscose v- neck womens straight kurta - brown,"Size:Small,X-Large",Rs.,8.9,1299,10% off,Indianwear-Women
aurelia,AURELIA339,AURELIA339 - Indianwear-Women,printed polyester round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1699,10% off,Indianwear-Women
aurelia,AURELIA340,AURELIA340 - Indianwear-Women,solid cotton lycra regular fit womens casual tights - blue,"Size:Large,Medium,Small,X-Large",Rs.,0.9,599,10% off,Indianwear-Women
aurelia,AURELIA341,AURELIA341 - Indianwear-Women,printed round neck cotton womens knee length kurta - yellow,"Size:Small,X-Large",Rs.,8.9,1199,10% off,Indianwear-Women
aurelia,AURELIA342,AURELIA342 - Indianwear-Women,dyed cotton womens ethnic set - peach,"Size:Large,Small,X-Large,XX-Large",Rs.,8.9,2699,10% off,Indianwear-Women
aurelia,AURELIA343,AURELIA343 - Indianwear-Women,printed band with v straight womens kurta - blue,Size:X-Small,Rs.,1299,649,50% off,Indianwear-Women
aurelia,AURELIA344,AURELIA344 - Indianwear-Women,collar neck polyester straight designer womens dresses - green,"Size:Large,X-Large,X-Small",Rs.,1599,1119,30% off,Indianwear-Women
aurelia,AURELIA345,AURELIA345 - Indianwear-Women,printed viscose round neck womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,8.9,2699,10% off,Indianwear-Women
aurelia,AURELIA346,AURELIA346 - Indianwear-Women,solid polyester mandarin womens straight kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,8.9,1099,10% off,Indianwear-Women
aurelia,AURELIA347,AURELIA347 - Indianwear-Women,printed polyester regular fit womens dupatta - green,Nan,Rs.,8.9,999,10% off,Indianwear-Women
aurelia,AURELIA348,AURELIA348 - Indianwear-Women,printed viscose womens straight kurta - orange,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1399,979,30% off,Indianwear-Women
aurelia,AURELIA349,AURELIA349 - Indianwear-Women,printed viscose round neck womens ethnic set - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,8.9,1999,10% off,Indianwear-Women
